"","year","price","Location"
"7528",2008,6.495,"Harrisburg"
"7529",2014,11.213,"Harrisburg"
"7530",2020,23.98,"Harrisburg"
"7531",2006,7.5,"Harrisburg"
"7532",2014,8.999,"Harrisburg"
"7533",2017,12.5,"Harrisburg"
"7534",2015,9.995,"Harrisburg"
"7535",2019,19.995,"Harrisburg"
"7536",2017,16.86,"Harrisburg"
"7537",2020,20.6,"Harrisburg"
"7538",2018,13.325,"Harrisburg"
"7539",2011,6.499,"Harrisburg"
"7540",2020,20.859,"Harrisburg"
"7541",2015,10.998,"Harrisburg"
"7542",2020,17.295,"Harrisburg"
"7543",2012,9.815,"Harrisburg"
"7544",2020,20.495,"Harrisburg"
"7545",2015,9.944,"Harrisburg"
"7546",2013,14.991,"Harrisburg"
"7547",2014,10.995,"Harrisburg"
"7548",2010,6.577,"Harrisburg"
"7549",2020,15.852,"Harrisburg"
"7550",2010,9.137,"Harrisburg"
"7551",2018,8.942,"Harrisburg"
"7552",2018,10,"Harrisburg"
"7553",2016,16.598,"Harrisburg"
"7554",2016,12.5,"Harrisburg"
"7555",2020,18.8,"Harrisburg"
"7556",2013,8.991,"Harrisburg"
"7557",2017,15.65,"Harrisburg"
"7558",2014,10.265,"Harrisburg"
"7559",2013,9.707,"Harrisburg"
"7560",2018,15.585,"Harrisburg"
"7561",2016,11.9,"Harrisburg"
"7562",2017,12.922,"Harrisburg"
"7563",2019,15.9,"Harrisburg"
"7564",2015,11.858,"Harrisburg"
"7565",2017,13.49,"Harrisburg"
"7566",2015,17.9,"Harrisburg"
"7567",2017,16.595,"Harrisburg"
"7568",2020,17.995,"Harrisburg"
"7569",2017,13.316,"Harrisburg"
"7570",2017,12.495,"Harrisburg"
"7571",2019,14.299,"Harrisburg"
"7572",2017,12.587,"Harrisburg"
"7573",2014,6.477,"Harrisburg"
"7574",2016,12.99,"Harrisburg"
"7575",2020,18.995,"Harrisburg"
"7576",2018,18.727,"Harrisburg"
"7577",2020,16.449,"Harrisburg"
"7578",2020,19.601,"Harrisburg"
"7579",2019,17,"Harrisburg"
"7580",2019,18.55,"Harrisburg"
"7581",2012,10.9,"Harrisburg"
"7582",2020,21.9,"Harrisburg"
"7583",2020,21.995,"Harrisburg"
"7584",2008,4.5,"Harrisburg"
"7585",2017,16.6,"Harrisburg"
"7586",2020,19.95,"Harrisburg"
"7587",2017,11.2,"Harrisburg"
"7588",2020,16.998,"Harrisburg"
"7589",2017,16.795,"Harrisburg"
"7590",2019,15.988,"Harrisburg"
"7591",2015,10.5,"Harrisburg"
"7592",2020,17.808,"Harrisburg"
"7593",2010,4.995,"Harrisburg"
"7594",2013,11.9,"Harrisburg"
"7595",2018,18.995,"Harrisburg"
"7596",2017,12.5,"Harrisburg"
"7597",2019,19.344,"Harrisburg"
"7598",2015,10.995,"Harrisburg"
"7599",2011,3,"Harrisburg"
"7600",2012,8.9,"Harrisburg"
"7601",2020,18.275,"Harrisburg"
"7602",2020,17.75,"Harrisburg"
"7603",2019,17.894,"Harrisburg"
"7604",2013,8.995,"Harrisburg"
"7605",2020,21,"Harrisburg"
"7606",2019,15,"Harrisburg"
"7607",2014,10.9,"Harrisburg"
"7608",2018,9,"Harrisburg"
"7609",2020,17.017,"Harrisburg"
"7610",2014,13.895,"Harrisburg"
"7611",2016,10.995,"Harrisburg"
"7612",2015,8.9,"Harrisburg"
"7613",2019,16.497,"Harrisburg"
"7614",2020,16.733,"Harrisburg"
"7615",2020,20.981,"Harrisburg"
"7616",2019,11.995,"Harrisburg"
"7617",2019,16.222,"Harrisburg"
"7618",2010,6.595,"Harrisburg"
"7619",2012,7.999,"Harrisburg"
"7620",2019,14.499,"Harrisburg"
"7621",2020,19.49,"Harrisburg"
"7622",2020,18.295,"Harrisburg"
"7623",2020,20.588,"Harrisburg"
"7624",2013,7.59,"Harrisburg"
"7625",2018,15.311,"Harrisburg"
"7626",2020,18.736,"Harrisburg"
"7627",2019,17,"Harrisburg"
"7628",2016,12,"Harrisburg"
"7629",2014,10.423,"Harrisburg"
"7630",2011,6.49,"Harrisburg"
"7631",2013,7.95,"Harrisburg"
"7632",2010,5.995,"Harrisburg"
"7633",2010,6.4,"Harrisburg"
"7634",2017,12.995,"Harrisburg"
"7635",2011,6.495,"Harrisburg"
"7636",2016,12.899,"Harrisburg"
"7637",2011,7.99,"Harrisburg"
"7638",2009,8.995,"Harrisburg"
"7639",2014,12.898,"Harrisburg"
"7640",2014,10.08,"Harrisburg"
"7641",2012,7.2,"Harrisburg"
"7642",2014,8.995,"Harrisburg"
"7643",2014,6.999,"Harrisburg"
"7644",2016,11.6,"Harrisburg"
"7645",2011,5.95,"Harrisburg"
"7646",2016,12.531,"Harrisburg"
"7647",2007,4.5,"Harrisburg"
"7648",2017,16.998,"Harrisburg"
"7649",2017,12.395,"Harrisburg"
"7650",2016,13.9,"Harrisburg"
"7651",2018,12.995,"Harrisburg"
"7652",2012,5.995,"Harrisburg"
"7653",2015,9.638,"Harrisburg"
"7654",2017,16.989,"Harrisburg"
"7655",2017,26.687,"Harrisburg"
"7656",2004,3.998,"Harrisburg"
"7657",2015,9.999,"Harrisburg"
"7658",2012,6.4,"Harrisburg"
"7659",2017,10.99,"Harrisburg"
"7660",2017,6.499,"Harrisburg"
"7661",2015,9.995,"Harrisburg"
"7662",2013,8,"Harrisburg"
"7663",2013,5.995,"Harrisburg"
"7664",2017,7.9,"Harrisburg"
"7665",2007,3.95,"Harrisburg"
"7666",2013,14,"Harrisburg"
"7667",2013,9.99,"Harrisburg"
"7668",2018,11.888,"Harrisburg"
"7669",2017,32.6,"Harrisburg"
"7670",2017,10.788,"Harrisburg"
"7671",2016,8.9,"Harrisburg"
"7672",2011,12.5,"Harrisburg"
"7673",2015,8.298,"Harrisburg"
"7674",2012,5.495,"Harrisburg"
"7675",2016,15.5,"Harrisburg"
"7676",2018,7.495,"Harrisburg"
"7677",2018,21,"Harrisburg"
"7678",2007,7.995,"Harrisburg"
"7679",2003,5.999,"Harrisburg"
"7680",2014,9.219,"Harrisburg"
"7681",2016,8.89,"Harrisburg"
"7682",2017,10.5,"Harrisburg"
"7683",2014,8.9,"Harrisburg"
"7684",2018,12.922,"Harrisburg"
"7685",2016,12.296,"Harrisburg"
"7686",2016,28.22,"Harrisburg"
"7687",2014,9.599,"Harrisburg"
"7688",2017,11.999,"Harrisburg"
"7689",2010,7.99,"Harrisburg"
"7690",2018,24,"Harrisburg"
"7691",2018,10.985,"Harrisburg"
"7692",2017,9.475,"Harrisburg"
"7693",2018,12,"Harrisburg"
"7694",2009,6.499,"Harrisburg"
"7695",2014,18,"Harrisburg"
"7696",2011,4.995,"Harrisburg"
"7697",2008,9.989,"Harrisburg"
"7698",2017,12.998,"Harrisburg"
"7699",2008,7.495,"Harrisburg"
"7700",2005,6.99,"Harrisburg"
"7701",2014,7.999,"Harrisburg"
"7702",2017,9.395,"Harrisburg"
"7703",2016,9.595,"Harrisburg"
"7704",2007,6.995,"Harrisburg"
"7705",2014,5.995,"Harrisburg"
"7706",2014,4.599,"Harrisburg"
"7707",2006,3.488,"Harrisburg"
"7708",2016,8.995,"Harrisburg"
"7709",2014,9.899,"Harrisburg"
"7710",2017,12.5,"Harrisburg"
"7711",2014,19,"Harrisburg"
"7712",2016,8.995,"Harrisburg"
"7713",2016,9.444,"Harrisburg"
"7714",2012,6.999,"Harrisburg"
"7715",2006,5.999,"Harrisburg"
"7716",2010,5.195,"Harrisburg"
"7717",2014,9.2,"Harrisburg"
"7718",2015,11,"Harrisburg"
"7719",2014,11.997,"Harrisburg"
"7720",2007,6.99,"Harrisburg"
"7721",2013,6.552,"Harrisburg"
"7722",2013,13,"Harrisburg"
"7723",2015,9.994,"Harrisburg"
"7724",2015,7.5,"Harrisburg"
"7725",2014,9.311,"Harrisburg"
"7726",2017,13.9,"Harrisburg"
"7727",2017,13.625,"Harrisburg"
"7728",2015,13.399,"Harrisburg"
"7729",2018,9.985,"Harrisburg"
"7730",2017,10.998,"Harrisburg"
"7731",2017,7.99,"Harrisburg"
"7732",2005,6,"Harrisburg"
"7733",2018,18.68,"Harrisburg"
"7734",2013,11,"Harrisburg"
"7735",2016,10.4,"Harrisburg"
"7736",2014,8,"Harrisburg"
"7737",2011,6.595,"Harrisburg"
"7738",2007,7.79,"Harrisburg"
"7739",2017,10.498,"Harrisburg"
"7740",2016,7.89,"Harrisburg"
"7741",2007,7.785,"Harrisburg"
"7742",2009,2.5,"Harrisburg"
"7743",2016,7.49,"Harrisburg"
"7744",2017,9.782,"Harrisburg"
"7745",2018,11.999,"Harrisburg"
"7746",2005,6.7,"Harrisburg"
"7747",2013,8.4,"Harrisburg"
"7748",2016,10.975,"Harrisburg"
"7749",2010,6.752,"Harrisburg"
"7750",2016,7.85,"Harrisburg"
"7751",2016,13.421,"Harrisburg"
"7752",2018,21.99,"Harrisburg"
"7753",2017,11.9,"Harrisburg"
"7754",2015,7.749,"Harrisburg"
"7755",2017,7.49,"Harrisburg"
"7756",2018,10.49,"Harrisburg"
"7757",2012,5.988,"Harrisburg"
"7758",2014,7.99,"Harrisburg"
"7759",2014,7.45,"Harrisburg"
"7760",2018,9.994,"Harrisburg"
"7761",2016,12.995,"Harrisburg"
"7762",2014,9.95,"Harrisburg"
"7763",2014,11.9,"Harrisburg"
"7764",2015,9.9,"Harrisburg"
"7765",2012,8.295,"Harrisburg"
"7766",2016,6.495,"Harrisburg"
"7767",2016,10.9,"Harrisburg"
"7768",2007,7.995,"Harrisburg"
"7769",2009,5.99,"Harrisburg"
"7770",2017,9.985,"Harrisburg"
"7771",2014,10,"Harrisburg"
"7772",2012,5.495,"Harrisburg"
"7773",2005,4.952,"Harrisburg"
"7774",2018,33.985,"Harrisburg"
"7775",2016,13.495,"Harrisburg"
"7776",2018,8.995,"Harrisburg"
"7777",2014,8.222,"Harrisburg"
"7778",2017,26.5,"Harrisburg"
"7779",2013,7.9,"Harrisburg"
"7780",2013,8.495,"Harrisburg"
"7781",2017,11.8,"Harrisburg"
"7782",2014,8.991,"Harrisburg"
"7783",2017,12.899,"Harrisburg"
"7784",2013,8.9,"Harrisburg"
"7785",2016,8.988,"Harrisburg"
"7786",2017,11.995,"Harrisburg"
"7787",2015,8.999,"Harrisburg"
"7788",2018,9.9,"Harrisburg"
"7789",2016,9.499,"Harrisburg"
"7790",2016,10.5,"Harrisburg"
"7791",2013,10.9,"Harrisburg"
"7792",2017,8.498,"Harrisburg"
"7793",2019,12.755,"Harrisburg"
"7794",2019,13.975,"Harrisburg"
"7795",2018,15,"Harrisburg"
"7796",2015,8.895,"Harrisburg"
"7797",2019,14.495,"Harrisburg"
"7798",2017,10.761,"Harrisburg"
"7799",2017,12.988,"Harrisburg"
"7800",2019,16.255,"Harrisburg"
"7801",2013,7.899,"Harrisburg"
"7802",2017,10.99,"Harrisburg"
"7803",2016,8.4,"Harrisburg"
"7804",2014,7.777,"Harrisburg"
"7805",2012,6.555,"Harrisburg"
"7806",2018,10.995,"Harrisburg"
"7807",2019,12.175,"Harrisburg"
"7808",2011,4.952,"Harrisburg"
"7809",2019,10.798,"Harrisburg"
"7810",2012,8.6,"Harrisburg"
"7811",2019,9.99,"Harrisburg"
"7812",2017,11.699,"Harrisburg"
"7813",2019,17.495,"Harrisburg"
"7814",2019,12.977,"Harrisburg"
"7815",2018,9.695,"Harrisburg"
"7816",2018,11,"Harrisburg"
"7817",2014,6.395,"Harrisburg"
"7818",2019,12.995,"Harrisburg"
"7819",2012,4.999,"Harrisburg"
"7820",2018,10.987,"Harrisburg"
"7821",2013,6.799,"Harrisburg"
"7822",2018,11.5,"Harrisburg"
"7823",2019,11.192,"Harrisburg"
"7824",2011,4.999,"Harrisburg"
"7825",2013,6.266,"Harrisburg"
"7826",2019,13.85,"Harrisburg"
"7827",2015,12.495,"Harrisburg"
"7828",2018,11.599,"Harrisburg"
"7829",2012,7.495,"Harrisburg"
"7830",2011,3.999,"Harrisburg"
"7831",2016,10.55,"Harrisburg"
"7832",2019,10.995,"Harrisburg"
"7833",2013,5.558,"Harrisburg"
"7834",2019,9.9,"Harrisburg"
"7835",2016,46.995,"Harrisburg"
"7836",2012,35,"Harrisburg"
"7837",2001,13.998,"Harrisburg"
"7838",2019,31.5,"Harrisburg"
"7839",2023,61.497,"Harrisburg"
"7840",2022,64.987,"Harrisburg"
"7841",2019,48.987,"Harrisburg"
"7842",2016,59.9,"Harrisburg"
"7843",2022,62.99,"Harrisburg"
"7844",2016,23.999,"Harrisburg"
"7845",2015,19.9,"Harrisburg"
"7846",2020,57.465,"Harrisburg"
"7847",2005,24.999,"Harrisburg"
"7848",2022,53.5,"Harrisburg"
"7849",2016,46.98,"Harrisburg"
"7850",2017,37.75,"Harrisburg"
"7851",2014,37.957,"Harrisburg"
"7852",2023,65.933,"Harrisburg"
"7853",2015,31.995,"Harrisburg"
"7854",2019,42.432,"Harrisburg"
"7855",2022,84.59,"Harrisburg"
"7856",2022,74.99,"Harrisburg"
"7857",2018,35.599,"Harrisburg"
"7858",2012,17.995,"Harrisburg"
"7859",2001,11.4,"Harrisburg"
"7860",2020,54,"Harrisburg"
"7861",2019,53.995,"Harrisburg"
"7862",2022,69.987,"Harrisburg"
"7863",2008,20.999,"Harrisburg"
"7864",2006,18.99,"Harrisburg"
"7865",2022,66.5,"Harrisburg"
"7866",2013,22.999,"Harrisburg"
"7867",2022,69.48,"Harrisburg"
"7868",2019,56,"Harrisburg"
"7869",2015,53.95,"Harrisburg"
"7870",2020,49.79,"Harrisburg"
"7871",2021,49.5,"Harrisburg"
"7872",1999,15,"Harrisburg"
"7873",2022,34.5,"Harrisburg"
"7874",1997,54.5,"Harrisburg"
"7875",2020,55.9,"Harrisburg"
"7876",2020,61.223,"Harrisburg"
"7877",2018,56.255,"Harrisburg"
"7878",2020,42.997,"Harrisburg"
"7879",2021,68.497,"Harrisburg"
"7880",2010,17.995,"Harrisburg"
"7881",2022,37.899,"Harrisburg"
"7882",2022,68.968,"Harrisburg"
"7883",2022,57.95,"Harrisburg"
"7884",2023,66.933,"Harrisburg"
"7885",2022,70,"Harrisburg"
"7886",2009,13.1,"Harrisburg"
"7887",2004,14.999,"Harrisburg"
"7888",2017,34.995,"Harrisburg"
"7889",2018,55.4,"Harrisburg"
"7890",2017,38.9,"Harrisburg"
"7891",2024,88.388,"Harrisburg"
"7892",2012,22.995,"Harrisburg"
"7893",2012,39.595,"Harrisburg"
"7894",2016,35.9,"Harrisburg"
"7895",2023,64.997,"Harrisburg"
"7896",2024,123.95,"Harrisburg"
"7897",2019,57.5,"Harrisburg"
"7898",2023,56.988,"Harrisburg"
"7899",2022,54.995,"Harrisburg"
"7900",2020,44.621,"Harrisburg"
"7901",2021,83.5,"Harrisburg"
"7902",2017,39.7,"Harrisburg"
"7903",2022,54.322,"Harrisburg"
"7904",2016,37.9,"Harrisburg"
"7905",2017,28.9,"Harrisburg"
"7906",2024,103.99,"Harrisburg"
"7907",2019,54.9,"Harrisburg"
"7908",2017,41.995,"Harrisburg"
"7909",2022,53.995,"Harrisburg"
"7910",2018,47.5,"Harrisburg"
"7911",2019,39.987,"Harrisburg"
"7912",2022,48.75,"Harrisburg"
"7913",2020,44.999,"Harrisburg"
"7914",2022,50,"Harrisburg"
"7915",2022,58.5,"Harrisburg"
"7916",2022,69.987,"Harrisburg"
"7917",2020,31.959,"Harrisburg"
"7918",2020,43.513,"Harrisburg"
"7919",2020,58.994,"Harrisburg"
"7920",2021,56,"Harrisburg"
"7921",2014,27.9,"Harrisburg"
"7922",2019,53.95,"Harrisburg"
"7923",2019,47.8,"Harrisburg"
"7924",2022,68.955,"Harrisburg"
"7925",2020,56.9,"Harrisburg"
"7926",2008,18.995,"Harrisburg"
"7927",2022,55.995,"Harrisburg"
"7928",2021,74.998,"Harrisburg"
"7929",2019,34.409,"Harrisburg"
"7930",2023,73.9,"Harrisburg"
"7931",2020,87.249,"Harrisburg"
"7932",2011,25.884,"Harrisburg"
"7933",2019,54.9,"Harrisburg"
"7934",2010,12.88,"Harrisburg"
"7935",2022,63.987,"Harrisburg"
"7936",2015,22.596,"Harrisburg"
"7937",2013,19.895,"Harrisburg"
"7938",2014,35.806,"Harrisburg"
"7939",2019,44.995,"Harrisburg"
"7940",2012,12,"Harrisburg"
"7941",2022,71,"Harrisburg"
"7942",1997,54.5,"Harrisburg"
"7943",2021,62.9,"Harrisburg"
"7944",2014,37.9,"Harrisburg"
"7945",2018,39.995,"Harrisburg"
"7946",2023,134.9,"Harrisburg"
"7947",2013,25.995,"Harrisburg"
"7948",2022,52.9,"Harrisburg"
"7949",2024,144.86,"Harrisburg"
"7950",2016,32.995,"Harrisburg"
"7951",2013,20.962,"Harrisburg"
"7952",2018,63.2,"Harrisburg"
"7953",2020,51,"Harrisburg"
"7954",2016,45.9,"Harrisburg"
"7955",2020,55.289,"Harrisburg"
"7956",2021,57.495,"Harrisburg"
"7957",2002,18.9,"Harrisburg"
"7958",2017,47.541,"Harrisburg"
"7959",2019,38.295,"Harrisburg"
"7960",2023,73.985,"Harrisburg"
"7961",2019,34.409,"Harrisburg"
"7962",2015,19.5,"Harrisburg"
"7963",2023,51.997,"Harrisburg"
"7964",2024,134.9,"Harrisburg"
"7965",2012,11,"Harrisburg"
"7966",2011,26.999,"Harrisburg"
"7967",2023,119.9,"Harrisburg"
"7968",2020,63.996,"Harrisburg"
"7969",2019,45.995,"Harrisburg"
"7970",2010,13.999,"Harrisburg"
"7971",2021,51.999,"Harrisburg"
"7972",2022,58.7,"Harrisburg"
"7973",2011,17.995,"Harrisburg"
"7974",2015,8.9,"Harrisburg"
"7975",2017,36.8,"Harrisburg"
"7976",2020,62.999,"Harrisburg"
"7977",2003,12.999,"Harrisburg"
"7978",2022,49.995,"Harrisburg"
"7979",2003,7.2,"Harrisburg"
"7980",2023,84.99,"Harrisburg"
"7981",2019,41.9,"Harrisburg"
"7982",2015,30.5,"Harrisburg"
"7983",2022,54,"Harrisburg"
"7984",2010,18.391,"Harrisburg"
"7985",2019,49.449,"Harrisburg"
"7986",2017,42.995,"Harrisburg"
"7987",2005,19.2,"Harrisburg"
"7988",2008,14.5,"Harrisburg"
"7989",2017,40.895,"Harrisburg"
"7990",2018,38.8,"Harrisburg"
"7991",2023,72.78,"Harrisburg"
"7992",2017,37.995,"Harrisburg"
"7993",2017,29.997,"Harrisburg"
"7994",2023,70.989,"Harrisburg"
"7995",2015,28.887,"Harrisburg"
"7996",2014,31.995,"Harrisburg"
"7997",2008,18.999,"Harrisburg"
"7998",2022,69.357,"Harrisburg"
"7999",2019,54.998,"Harrisburg"
"8000",2022,64.425,"Harrisburg"
"8001",2021,66.681,"Harrisburg"
"8002",2022,80.9,"Harrisburg"
"8003",1996,79.9,"Harrisburg"
"8004",2015,39.99,"Harrisburg"
"8005",2015,29.998,"Harrisburg"
"8006",2022,56.9,"Harrisburg"
"8007",2012,24.9,"Harrisburg"
"8008",2017,33.99,"Harrisburg"
"8009",2016,33.995,"Harrisburg"
"8010",2022,53.995,"Harrisburg"
"8011",2016,39.961,"Harrisburg"
"8012",2001,43.5,"Harrisburg"
"8013",2008,29.9,"Harrisburg"
"8014",2022,49.876,"Harrisburg"
"8015",2011,14.95,"Harrisburg"
"8016",2017,38.995,"Harrisburg"
"8017",2015,24.995,"Harrisburg"
"8018",2021,65.5,"Harrisburg"
"8019",2020,58.857,"Harrisburg"
"8020",2020,43.995,"Harrisburg"
"8021",2022,53.5,"Harrisburg"
"8022",2018,57.569,"Harrisburg"
"8023",2014,25.844,"Harrisburg"
"8024",2022,77.6,"Harrisburg"
"8025",2010,12.999,"Harrisburg"
"8026",2017,35.488,"Harrisburg"
"8027",2023,83.498,"Harrisburg"
"8028",2015,36.555,"Harrisburg"
"8029",2023,48.6,"Harrisburg"
"8030",2016,32.995,"Harrisburg"
"8031",2023,64.95,"Harrisburg"
"8032",2021,70.998,"Harrisburg"
"8033",2017,50.275,"Harrisburg"
"8034",2022,43.9,"Harrisburg"
"8035",2004,15.99,"Harrisburg"
"8036",2019,39.5,"Harrisburg"
"8037",2015,39.9,"Harrisburg"
"8038",2022,59.988,"Harrisburg"
"8039",2006,18.9,"Harrisburg"
"8040",2016,24.499,"Harrisburg"
"8041",2015,12.995,"Harrisburg"
"8042",2019,59.9,"Harrisburg"
"8043",2024,123.99,"Harrisburg"
"8044",2022,68.987,"Harrisburg"
"8045",2022,84.9,"Harrisburg"
"8046",2017,29.977,"Harrisburg"
"8047",2020,68.9,"Harrisburg"
"8048",2022,68.988,"Harrisburg"
"8049",2016,27.544,"Harrisburg"
"8050",2021,58.992,"Harrisburg"
"8051",1997,3,"Harrisburg"
"8052",2014,32.9,"Harrisburg"
"8053",2020,42.997,"Harrisburg"
"8054",2014,45.95,"Harrisburg"
"8055",2023,129.9,"Harrisburg"
"8056",2018,31.985,"Harrisburg"
"8057",2008,6,"Harrisburg"
"8058",2014,35,"Harrisburg"
"8059",2017,43.5,"Harrisburg"
"8060",2018,38.595,"Harrisburg"
"8061",2022,49,"Harrisburg"
"8062",2017,53.496,"Harrisburg"
"8063",2021,42.911,"Harrisburg"
"8064",2017,38.609,"Harrisburg"
"8065",2010,18.579,"Harrisburg"
"8066",2019,42.109,"Harrisburg"
"8067",2016,36.9,"Harrisburg"
"8068",2017,46.498,"Harrisburg"
"8069",2022,49.243,"Harrisburg"
"8070",2017,47.248,"Harrisburg"
"8071",2020,41.987,"Harrisburg"
"8072",2021,49.999,"Harrisburg"
"8073",2022,69.985,"Harrisburg"
"8074",2022,45.625,"Harrisburg"
"8075",2022,48.499,"Harrisburg"
"8076",2023,70.9,"Harrisburg"
"8077",2022,52,"Harrisburg"
"8078",2022,54.9,"Harrisburg"
"8079",2019,50.975,"Harrisburg"
"8080",2019,30.229,"Harrisburg"
"8081",2006,16.995,"Harrisburg"
"8082",2008,11.5,"Harrisburg"
"8083",2020,40.784,"Harrisburg"
"8084",2015,19.99,"Harrisburg"
"8085",2023,73.5,"Harrisburg"
"8086",1996,49.5,"Harrisburg"
"8087",1997,49.5,"Harrisburg"
"8088",2021,61.985,"Harrisburg"
"8089",1997,45.9,"Harrisburg"
"8090",2022,46.742,"Harrisburg"
"8091",2023,49.777,"Harrisburg"
"8092",2010,19.999,"Harrisburg"
"8093",2023,114.89,"Harrisburg"
"8094",2000,33.9,"Harrisburg"
"8095",2023,62.5,"Harrisburg"
"8096",1997,44.9,"Harrisburg"
"8097",2019,24.771,"Harrisburg"
"8098",2016,34.795,"Harrisburg"
"8099",2022,47.888,"Harrisburg"
"8100",2018,52.795,"Harrisburg"
"8101",2023,114.46,"Harrisburg"
"8102",2020,55.9,"Harrisburg"
"8103",2022,77.5,"Harrisburg"
"8104",2015,38.95,"Harrisburg"
"8105",2024,120.98,"Harrisburg"
"8106",2022,43.937,"Harrisburg"
"8107",2008,12.99,"Harrisburg"
"8108",2019,37.98,"Harrisburg"
"8109",2015,16.9,"Harrisburg"
"8110",2022,65,"Harrisburg"
"8111",2017,55.9,"Harrisburg"
"8112",2017,44.995,"Harrisburg"
"8113",2023,114.955,"Harrisburg"
"8114",2012,13.999,"Harrisburg"
"8115",2013,21.999,"Harrisburg"
"8116",2023,53,"Harrisburg"
"8117",2015,43.995,"Harrisburg"
"8118",2021,53.197,"Harrisburg"
"8119",2022,54,"Harrisburg"
"8120",2020,62,"Harrisburg"
"8121",2019,49.95,"Harrisburg"
"8122",2015,23.995,"Harrisburg"
"8123",2022,50.95,"Harrisburg"
"8124",2019,34.9,"Harrisburg"
"8125",2021,46.9,"Harrisburg"
"8126",2015,35.95,"Harrisburg"
"8127",2017,54.1,"Harrisburg"
"8128",2017,29.997,"Harrisburg"
"8129",2019,28.995,"Harrisburg"
"8130",2022,62.5,"Harrisburg"
"8131",2019,54.9,"Harrisburg"
"8132",2008,19.868,"Harrisburg"
"8133",2019,40.99,"Harrisburg"
"8134",2021,67.8,"Harrisburg"
"8135",2022,73.908,"Harrisburg"
"8136",2015,34.595,"Harrisburg"
"8137",2004,21.5,"Harrisburg"
"8138",2019,36.5,"Harrisburg"
"8139",2016,31.9,"Harrisburg"
"8140",2014,26.995,"Harrisburg"
"8141",2002,7.897,"Harrisburg"
"8142",2022,71,"Harrisburg"
"8143",2020,44.5,"Harrisburg"
"8144",2003,12.98,"Harrisburg"
"8145",2019,39.87,"Harrisburg"
"8146",1995,44.5,"Harrisburg"
"8147",2006,13.999,"Harrisburg"
"8148",2022,42.528,"Harrisburg"
"8149",2022,62.9,"Harrisburg"
"8150",2019,42.661,"Harrisburg"
"8151",2021,53.985,"Harrisburg"
"8152",2022,53.77,"Harrisburg"
"8153",2023,77.099,"Harrisburg"
"8154",2022,70.463,"Harrisburg"
"8155",2021,57.998,"Harrisburg"
"8156",2022,41,"Harrisburg"
"8157",2021,44.987,"Harrisburg"
"8158",2017,36.995,"Harrisburg"
"8159",2019,58.598,"Harrisburg"
"8160",2022,47.995,"Harrisburg"
"8161",1997,38,"Harrisburg"
"8162",2019,31.997,"Harrisburg"
"8163",2021,36.995,"Harrisburg"
"8164",2008,9.995,"Harrisburg"
"8165",2021,39.974,"Harrisburg"
"8166",2012,26.995,"Harrisburg"
"8167",2019,57.9,"Harrisburg"
"8168",2022,48.9,"Harrisburg"
"8169",2021,67.9,"Harrisburg"
"8170",2018,40.99,"Harrisburg"
"8171",1997,59.5,"Harrisburg"
"8172",2022,47.999,"Harrisburg"
"8173",2023,61,"Harrisburg"
"8174",2021,43.999,"Harrisburg"
"8175",2018,42.499,"Harrisburg"
"8176",2022,68.5,"Harrisburg"
"8177",2022,67.5,"Harrisburg"
"8178",2021,39.595,"Harrisburg"
"8179",2020,42.995,"Harrisburg"
"8180",2023,73.987,"Harrisburg"
"8181",2021,50.49,"Harrisburg"
"8182",2012,30.988,"Harrisburg"
"8183",2017,54.212,"Harrisburg"
"8184",2023,87.5,"Harrisburg"
"8185",2017,45.988,"Harrisburg"
"8186",2015,22.871,"Harrisburg"
"8187",2016,39.95,"Harrisburg"
"8188",2022,76.5,"Harrisburg"
"8189",2021,75.9,"Harrisburg"
"8190",2022,59.851,"Harrisburg"
"8191",2016,30,"Harrisburg"
"8192",2018,32.409,"Harrisburg"
"8193",2015,37.495,"Harrisburg"
"8194",2023,121.95,"Harrisburg"
"8195",2017,33.995,"Harrisburg"
"8196",2020,69.9,"Harrisburg"
"8197",2020,54.5,"Harrisburg"
"8198",2017,33.995,"Harrisburg"
"8199",2023,48.7,"Harrisburg"
"8200",2018,20.95,"Harrisburg"
"8201",2022,48.918,"Harrisburg"
"8202",2023,49.9,"Harrisburg"
"8203",2021,46.493,"Harrisburg"
"8204",2019,38.995,"Harrisburg"
"8205",2020,41.439,"Harrisburg"
"8206",2012,30,"Harrisburg"
"8207",2016,30.7,"Harrisburg"
"8208",2011,12.98,"Harrisburg"
"8209",2015,13.995,"Harrisburg"
"8210",2021,48.895,"Harrisburg"
"8211",2019,29.997,"Harrisburg"
"8212",2021,42.828,"Harrisburg"
"8213",2016,19.988,"Harrisburg"
"8214",2022,44.99,"Harrisburg"
"8215",2021,45.9,"Harrisburg"
"8216",2019,35.245,"Harrisburg"
"8217",2020,65,"Harrisburg"
"8218",1995,49.5,"Harrisburg"
"8219",2020,63.9,"Harrisburg"
"8220",2015,25.75,"Harrisburg"
"8221",2019,26.95,"Harrisburg"
"8222",2005,19,"Harrisburg"
"8223",2023,61.988,"Harrisburg"
"8224",2004,23.799,"Harrisburg"
"8225",2017,24.95,"Harrisburg"
"8226",2020,63.462,"Harrisburg"
"8227",2016,26.956,"Harrisburg"
"8228",2008,51.85,"Harrisburg"
"8229",1997,52.5,"Harrisburg"
"8230",2021,55.988,"Harrisburg"
"8231",2015,27,"Harrisburg"
